idper,year,ager,hincome,marital,locality,educatn,VAW
1.89E+26,2020,5,3,2,2,8,0
1.89E+26,2020,6,2,3,2,4,0
1.89E+26,2020,2,2,5,2,5,0
1.89E+26,2020,4,5,2,2,7,0
1.89E+26,2020,4,4,2,2,7,0
1.89E+26,2020,4,4,2,2,7,0
1.89E+26,2020,2,4,1,2,4,0
1.89E+26,2020,4,4,2,2,7,0
1.89E+26,2020,4,4,2,3,6,0
1.89E+26,2020,6,5,2,3,8,0
1.89E+26,2020,4,5,5,3,6,0
1.89E+26,2020,6,2,2,3,5,0
1.89E+26,2020,3,2,2,2,6,0
1.89E+26,2020,6,3,2,2,6,0
1.89E+26,2020,5,3,1,2,6,0
1.89E+26,2020,5,3,2,2,6,0
1.90E+26,2020,3,2,1,2,6,0
1.90E+26,2020,3,3,2,2,5,0
1.90E+26,2020,4,4,2,2,6,0
1.90E+26,2020,3,4,1,2,5,0
1.90E+26,2020,6,3,2,2,4,0
1.90E+26,2020,6,4,2,2,6,0
1.90E+26,2020,2,4,2,2,7,0
1.90E+26,2020,5,3,2,2,6,0
1.90E+26,2020,6,3,2,2,5,0
1.68E+26,2020,5,3,1,2,6,0
1.68E+26,2020,1,3,1,2,4,0
1.68E+26,2020,3,1,1,2,6,0
1.68E+26,2020,6,3,2,2,6,0
1.68E+26,2020,4,2,2,2,5,0
1.68E+26,2020,1,2,1,2,4,0
1.68E+26,2020,6,3,2,2,6,0
1.68E+26,2020,6,2,4,2,5,0
1.68E+26,2020,4,2,2,2,5,0
1.68E+26,2020,4,2,2,2,6,0
1.68E+26,2020,2,2,1,2,6,0
1.68E+26,2020,6,1,3,2,5,0
1.68E+26,2020,6,1,3,2,7,0
1.68E+26,2020,6,1,3,2,5,0
1.68E+26,2020,6,2,4,2,7,0
1.68E+26,2020,4,3,2,2,7,0
1.68E+26,2020,5,4,2,2,6,0
1.68E+26,2020,5,4,3,2,6,0
1.68E+26,2020,5,4,2,2,7,0
1.68E+26,2020,6,4,3,2,5,0
1.68E+26,2020,6,2,1,2,6,0
1.68E+26,2020,3,2,2,2,6,0
1.68E+26,2020,6,1,2,3,3,0
1.68E+26,2020,5,2,2,3,6,0
1.68E+26,2020,4,2,2,3,5,0
1.68E+26,2020,3,2,1,2,3,0
1.68E+26,2020,3,1,2,2,6,0
1.68E+26,2020,5,1,88,2,6,0
1.68E+26,2020,6,1,3,2,98,0
1.68E+26,2020,4,2,1,2,4,0
1.68E+26,2020,4,2,1,2,4,0
1.68E+26,2020,2,2,1,2,5,0
1.71E+26,2020,5,1,3,2,6,0
1.71E+26,2020,3,1,88,2,98,0
1.71E+26,2020,6,1,3,3,4,0
1.71E+26,2020,3,1,1,3,6,0
1.71E+26,2020,1,1,1,3,3,0
1.71E+26,2020,6,3,2,3,3,0
1.71E+26,2020,3,5,2,3,7,0
1.71E+26,2020,1,5,1,3,3,0
1.71E+26,2020,6,1,2,2,6,0
1.71E+26,2020,2,1,1,2,6,0
1.71E+26,2020,5,1,3,2,6,0
1.71E+26,2020,5,2,2,2,7,0
1.71E+26,2020,5,2,88,3,6,0
1.71E+26,2020,5,1,2,3,6,0
1.71E+26,2020,4,1,1,3,7,0
1.71E+26,2020,4,3,2,3,7,0
1.71E+26,2020,4,1,1,2,6,0
1.71E+26,2020,3,1,1,2,7,0
1.71E+26,2020,4,2,2,2,4,0
1.71E+26,2020,1,2,1,2,4,0
1.71E+26,2020,4,4,2,2,7,0
1.71E+26,2020,1,4,1,2,3,0
1.71E+26,2020,6,2,4,2,6,0
1.71E+26,2020,6,2,3,2,8,0
1.71E+26,2020,4,4,4,2,8,0
1.71E+26,2020,6,3,2,2,6,0
1.71E+26,2020,6,2,2,2,7,0
1.71E+26,2020,4,2,2,2,6,0
1.71E+26,2020,5,2,2,2,4,0
1.71E+26,2020,5,4,2,2,7,0
1.71E+26,2020,4,4,2,2,8,0
1.71E+26,2020,5,4,2,2,8,0
1.71E+26,2020,3,4,2,2,7,0
1.71E+26,2020,6,1,2,2,5,0
1.71E+26,2020,5,3,4,2,7,0
1.71E+26,2020,3,3,1,2,7,0
1.71E+26,2020,2,3,1,2,6,0
1.71E+26,2020,6,2,3,3,3,0
1.71E+26,2020,3,2,1,3,6,0
1.71E+26,2020,4,1,2,3,4,0
1.71E+26,2020,3,3,2,2,6,0
1.71E+26,2020,6,2,3,2,6,0
1.71E+26,2020,6,2,3,2,5,0
1.71E+26,2020,5,3,4,2,6,0
1.71E+26,2020,2,3,1,2,6,0
1.71E+26,2020,4,2,2,2,5,0
1.71E+26,2020,1,2,1,2,3,0
1.71E+26,2020,5,2,2,2,8,0
1.71E+26,2020,6,2,2,2,5,0
1.71E+26,2020,4,4,1,2,5,0
1.71E+26,2020,4,4,2,2,7,0
1.89E+26,2020,5,1,4,3,5,0
1.89E+26,2020,3,2,2,2,8,0
1.89E+26,2020,5,1,2,2,4,0
1.89E+26,2020,4,2,1,2,6,0
1.89E+26,2020,3,1,2,2,5,0
1.89E+26,2020,4,1,2,2,5,0
1.89E+26,2020,2,1,1,2,5,0
1.89E+26,2020,6,3,2,2,5,0
1.89E+26,2020,4,2,4,2,5,0
1.89E+26,2020,5,1,2,2,6,0
1.89E+26,2020,4,1,2,2,3,0
1.89E+26,2020,2,1,1,2,6,0
1.89E+26,2020,4,2,4,2,3,0
1.89E+26,2020,4,3,1,2,2,0
1.89E+26,2020,2,3,1,2,6,0
1.89E+26,2020,5,2,2,2,5,0
1.89E+26,2020,4,3,2,2,7,0
1.89E+26,2020,1,3,1,2,3,0
1.89E+26,2020,5,2,2,2,8,0
1.89E+26,2020,5,4,2,2,7,0
1.89E+26,2020,4,4,2,2,7,0
1.89E+26,2020,4,4,2,2,6,0
1.89E+26,2020,3,2,5,2,7,0
1.89E+26,2020,6,2,3,2,7,0
1.89E+26,2020,3,1,4,2,6,0
1.89E+26,2020,2,1,1,2,6,0
1.89E+26,2020,6,1,3,2,3,0
1.89E+26,2020,5,3,4,2,6,0
1.89E+26,2020,6,3,3,2,5,0
1.90E+26,2020,6,3,2,2,2,0
1.90E+26,2020,6,3,2,2,5,0
1.90E+26,2020,3,1,1,2,6,0
1.90E+26,2020,5,2,1,2,5,0
1.90E+26,2020,2,2,1,2,5,0
1.90E+26,2020,5,4,4,2,6,0
1.89E+26,2020,3,1,2,1,6,0
1.89E+26,2020,4,1,2,1,98,0
1.89E+26,2020,5,1,2,1,5,0
1.89E+26,2020,2,1,1,1,5,0
1.89E+26,2020,2,1,1,1,5,0
1.89E+26,2020,2,1,1,1,5,0
1.89E+26,2020,2,1,1,1,5,0
1.89E+26,2020,2,1,1,1,6,0
1.89E+26,2020,2,1,1,1,6,0
1.89E+26,2020,2,1,1,1,5,0
1.89E+26,2020,2,1,1,1,5,0
1.89E+26,2020,2,1,1,1,5,0
1.89E+26,2020,2,1,1,1,5,0
1.89E+26,2020,2,1,1,1,5,0
1.89E+26,2020,2,1,1,1,5,0
1.89E+26,2020,2,1,1,1,5,0
1.89E+26,2020,2,1,1,1,5,0
1.68E+26,2020,5,3,4,1,6,0
1.68E+26,2020,4,3,1,1,5,0
1.68E+26,2020,6,2,2,2,5,0
1.68E+26,2020,5,2,2,2,6,0
1.68E+26,2020,5,1,2,2,6,0
1.68E+26,2020,4,1,2,2,5,0
1.68E+26,2020,4,2,5,2,6,0
1.68E+26,2020,4,4,2,2,7,0
1.68E+26,2020,6,2,3,2,2,0
1.68E+26,2020,4,2,4,2,4,0
1.68E+26,2020,5,1,1,2,5,0
1.68E+26,2020,3,1,1,2,5,0
1.68E+26,2020,4,1,1,2,5,0
1.68E+26,2020,5,1,3,2,4,0
1.68E+26,2020,4,2,2,2,3,0
1.68E+26,2020,2,3,1,2,4,0
1.68E+26,2020,4,3,2,2,3,0
1.68E+26,2020,2,2,2,2,8,0
1.68E+26,2020,6,2,2,2,4,0
1.68E+26,2020,4,2,2,2,5,0
1.68E+26,2020,3,1,1,2,7,0
1.68E+26,2020,4,3,2,2,1,0
1.68E+26,2020,5,3,4,2,5,0
1.68E+26,2020,5,3,2,2,3,0
1.68E+26,2020,4,3,2,2,7,0
1.68E+26,2020,3,1,1,2,5,0
1.68E+26,2020,5,1,2,2,6,0
1.68E+26,2020,3,1,1,2,7,0
1.68E+26,2020,2,1,1,2,7,0
1.68E+26,2020,5,1,1,2,6,0
1.68E+26,2020,5,1,2,2,5,0
1.68E+26,2020,2,1,1,2,6,0
1.68E+26,2020,5,2,2,2,3,0
1.68E+26,2020,3,2,1,2,4,0
1.68E+26,2020,1,2,1,2,3,0
1.68E+26,2020,1,2,1,2,3,0
1.68E+26,2020,3,2,1,2,5,0
1.68E+26,2020,3,2,5,2,8,0
1.68E+26,2020,5,1,2,1,4,0
1.68E+26,2020,2,1,1,1,4,0
1.68E+26,2020,3,3,2,1,6,0
1.68E+26,2020,5,2,2,2,5,0
1.68E+26,2020,3,1,1,2,5,0
1.68E+26,2020,6,1,1,2,7,0
1.68E+26,2020,6,3,3,2,8,0
1.68E+26,2020,6,1,2,2,5,0
1.68E+26,2020,6,1,2,2,7,0
1.68E+26,2020,5,3,2,2,5,0
1.68E+26,2020,5,4,3,2,6,0
1.68E+26,2020,5,3,4,2,6,0
1.68E+26,2020,5,2,2,2,4,0
1.68E+26,2020,4,4,2,2,7,0
1.68E+26,2020,4,3,1,2,8,0
1.68E+26,2020,4,2,2,2,7,0
1.68E+26,2020,4,3,2,2,6,0
1.68E+26,2020,3,1,1,2,6,0
1.68E+26,2020,5,2,4,2,6,0
1.68E+26,2020,2,2,1,2,6,0
1.68E+26,2020,3,3,1,2,6,0
1.68E+26,2020,5,4,3,2,6,0
1.68E+26,2020,5,4,1,2,8,0
1.68E+26,2020,4,2,2,2,7,0
1.68E+26,2020,5,2,2,2,4,0
1.68E+26,2020,4,3,2,2,6,0
1.68E+26,2020,6,3,4,2,7,0
1.68E+26,2020,4,4,2,2,8,0
1.68E+26,2020,6,3,2,2,6,0
1.68E+26,2020,5,2,2,2,6,0
1.68E+26,2020,2,2,1,2,6,0
1.68E+26,2020,6,4,2,2,7,0
1.68E+26,2020,5,4,2,2,7,0
1.68E+26,2020,5,4,2,2,7,0
1.68E+26,2020,4,4,2,2,7,0
1.68E+26,2020,4,4,2,2,6,0
1.68E+26,2020,5,3,4,2,5,0
1.68E+26,2020,3,3,1,2,8,0
1.68E+26,2020,5,2,2,2,7,0
1.68E+26,2020,3,4,2,2,7,0
1.68E+26,2020,6,4,2,2,7,0
1.68E+26,2020,3,4,1,2,8,0
1.68E+26,2020,5,4,2,1,7,0
1.68E+26,2020,2,4,1,1,5,0
1.68E+26,2020,4,5,2,1,7,0
1.68E+26,2020,6,3,2,1,5,0
1.68E+26,2020,5,5,2,2,8,0
1.68E+26,2020,2,5,1,2,6,0
1.68E+26,2020,5,5,88,2,98,0
1.68E+26,2020,2,5,88,2,98,0
1.68E+26,2020,6,5,88,2,98,0
1.68E+26,2020,5,5,2,2,98,0
1.68E+26,2020,6,5,2,2,7,0
1.68E+26,2020,6,3,2,2,7,0
1.68E+26,2020,6,3,2,2,6,0
1.68E+26,2020,1,3,1,2,4,0
1.68E+26,2020,5,3,4,2,8,0
1.68E+26,2020,2,3,1,2,5,0
1.68E+26,2020,1,3,1,2,4,0
1.68E+26,2020,1,3,1,2,3,0
1.68E+26,2020,6,3,4,2,6,0
1.68E+26,2020,5,3,1,2,5,0
1.68E+26,2020,3,3,2,2,5,0
1.68E+26,2020,5,3,2,2,5,0
1.68E+26,2020,3,3,1,2,6,0
1.68E+26,2020,3,3,1,2,6,0
1.68E+26,2020,5,3,2,2,6,0
1.68E+26,2020,5,3,2,2,5,0
1.68E+26,2020,5,3,2,2,6,0
1.68E+26,2020,6,2,2,2,5,0
1.68E+26,2020,4,2,2,2,6,0
1.68E+26,2020,5,4,2,2,8,0
1.68E+26,2020,5,2,2,2,7,0
1.68E+26,2020,5,4,2,2,8,0
1.68E+26,2020,2,4,1,2,7,0
1.68E+26,2020,5,3,2,2,5,0
1.68E+26,2020,3,3,2,2,6,0
1.68E+26,2020,2,3,1,2,5,0
1.68E+26,2020,4,3,1,2,6,0
1.68E+26,2020,5,1,2,2,5,0
1.68E+26,2020,4,4,2,2,8,0
1.68E+26,2020,5,3,2,2,5,0
1.68E+26,2020,6,2,2,2,5,0
1.68E+26,2020,5,2,4,2,8,0
1.68E+26,2020,6,3,2,2,7,0
1.68E+26,2020,4,3,2,2,5,0
1.68E+26,2020,2,3,1,2,6,0
1.68E+26,2020,6,2,1,2,6,0
1.68E+26,2020,3,3,1,2,6,0
1.68E+26,2020,6,2,2,2,8,0
1.68E+26,2020,5,3,1,2,7,0
1.68E+26,2020,6,2,4,2,6,0
1.68E+26,2020,4,4,2,2,8,0
1.68E+26,2020,1,4,1,2,4,0
1.68E+26,2020,6,4,2,2,5,0
1.68E+26,2020,4,3,2,2,6,0
1.68E+26,2020,3,4,1,2,6,0
1.68E+26,2020,5,4,2,2,6,0
1.68E+26,2020,6,2,2,2,5,0
1.68E+26,2020,5,2,2,2,3,0
1.68E+26,2020,5,3,2,2,3,0
1.68E+26,2020,4,3,5,2,6,0
1.68E+26,2020,4,3,2,2,4,0
1.68E+26,2020,6,3,1,2,3,0
1.68E+26,2020,5,2,5,2,3,0
1.68E+26,2020,4,2,2,2,3,0
1.68E+26,2020,3,2,1,2,7,0
1.68E+26,2020,3,3,1,2,7,0
1.68E+26,2020,3,3,1,2,5,0
1.68E+26,2020,5,3,4,2,5,0
1.68E+26,2020,4,3,2,2,8,0
1.68E+26,2020,4,2,1,2,8,0
1.68E+26,2020,6,2,3,2,6,0
1.68E+26,2020,3,4,2,2,8,0
1.68E+26,2020,5,2,4,2,4,0
1.68E+26,2020,3,2,1,2,4,0
1.68E+26,2020,5,2,2,2,2,0
1.68E+26,2020,4,2,1,2,7,0
1.68E+26,2020,1,2,1,2,3,0
1.68E+26,2020,5,2,2,2,5,0
1.68E+26,2020,3,2,2,2,5,0
1.68E+26,2020,5,3,2,2,5,0
1.68E+26,2020,3,3,1,2,7,0
1.68E+26,2020,1,3,1,2,4,0
1.68E+26,2020,6,2,2,2,7,0
1.68E+26,2020,5,2,2,2,7,0
1.68E+26,2020,2,2,1,2,6,0
1.68E+26,2020,2,2,1,2,6,0
1.68E+26,2020,4,5,2,2,6,0
1.68E+26,2020,5,5,5,1,6,0
1.68E+26,2020,4,2,2,1,5,0
1.68E+26,2020,5,4,5,2,7,0
1.68E+26,2020,6,4,2,2,6,0
1.68E+26,2020,6,3,2,2,5,0
1.68E+26,2020,6,3,3,2,7,0
1.68E+26,2020,3,3,1,2,6,0
1.68E+26,2020,6,3,2,2,3,0
1.68E+26,2020,5,3,2,2,5,0
1.68E+26,2020,2,3,1,2,6,0
1.68E+26,2020,6,3,3,2,8,0
1.68E+26,2020,6,3,1,2,7,0
1.68E+26,2020,6,3,2,2,7,0
1.68E+26,2020,3,3,2,2,7,0
1.68E+26,2020,5,2,2,2,3,0
1.68E+26,2020,6,2,2,2,3,0
1.68E+26,2020,4,2,4,2,7,0
1.68E+26,2020,4,3,2,2,7,0
1.68E+26,2020,3,3,2,2,4,0
1.68E+26,2020,3,2,1,2,6,0
1.68E+26,2020,2,2,1,2,4,0
1.68E+26,2020,5,2,4,2,3,0
1.68E+26,2020,3,2,1,2,6,0
1.68E+26,2020,6,2,3,2,3,0
1.68E+26,2020,6,3,2,2,5,0
1.68E+26,2020,4,3,4,2,6,0
1.68E+26,2020,3,3,1,2,6,0
1.68E+26,2020,5,3,2,2,7,0
1.68E+26,2020,4,2,4,2,8,0
1.68E+26,2020,3,2,1,2,7,0
1.68E+26,2020,6,1,5,2,5,0
1.68E+26,2020,5,1,2,2,6,0
1.68E+26,2020,2,1,1,2,6,0
1.68E+26,2020,3,3,2,2,7,0
1.68E+26,2020,5,1,2,2,3,0
1.68E+26,2020,6,1,3,2,3,0
1.68E+26,2020,4,1,1,1,4,0
1.68E+26,2020,6,2,2,1,3,0
1.68E+26,2020,3,2,1,1,5,0
1.68E+26,2020,3,2,1,1,5,0
1.68E+26,2020,4,2,5,1,4,0
1.68E+26,2020,6,1,3,1,6,0
1.68E+26,2020,5,2,2,1,4,0
1.68E+26,2020,1,2,1,1,4,0
1.68E+26,2020,3,2,1,1,6,0
1.68E+26,2020,3,2,1,1,7,0
1.68E+26,2020,5,1,2,1,2,0
1.68E+26,2020,4,2,1,1,7,0
1.68E+26,2020,6,2,3,1,3,0
1.68E+26,2020,3,2,1,1,7,0
1.68E+26,2020,3,4,2,1,5,0
1.68E+26,2020,3,4,1,1,7,0
1.68E+26,2020,4,4,1,1,5,0
1.68E+26,2020,4,3,1,1,3,0
1.68E+26,2020,5,3,2,1,2,0
1.68E+26,2020,3,3,1,1,6,0
1.68E+26,2020,2,3,1,1,4,0
1.68E+26,2020,6,1,3,1,5,0
1.68E+26,2020,5,2,5,1,2,0
1.68E+26,2020,3,2,1,1,5,0
1.68E+26,2020,1,2,1,1,3,0
1.68E+26,2020,2,2,1,1,5,0
1.68E+26,2020,4,1,1,1,5,0
1.68E+26,2020,2,1,1,1,5,0
1.68E+26,2020,3,2,1,1,6,0
1.68E+26,2020,4,2,5,1,5,0
1.68E+26,2020,3,2,2,1,5,0
1.68E+26,2020,5,2,4,1,5,0
1.68E+26,2020,3,2,1,1,7,0
1.68E+26,2020,2,1,1,1,6,0
1.68E+26,2020,5,1,2,1,98,0
1.68E+26,2020,5,1,2,1,98,0
1.68E+26,2020,4,2,2,1,5,0
1.68E+26,2020,1,2,1,1,4,0
1.68E+26,2020,4,4,1,1,6,0
1.68E+26,2020,3,4,1,1,7,0
1.68E+26,2020,5,4,4,1,6,0
1.68E+26,2020,4,2,1,1,6,0
1.68E+26,2020,3,2,2,1,7,0
1.68E+26,2020,4,3,4,1,6,0
1.68E+26,2020,3,3,1,1,6,0
1.68E+26,2020,1,3,1,1,4,0
1.68E+26,2020,3,2,2,1,6,0
1.68E+26,2020,1,2,1,1,4,0
1.68E+26,2020,4,2,88,1,98,0
1.68E+26,2020,3,3,1,1,6,0
1.68E+26,2020,5,3,5,1,6,0
1.68E+26,2020,4,3,2,1,4,0
1.68E+26,2020,6,1,3,1,3,0
1.68E+26,2020,4,1,2,1,4,0
1.68E+26,2020,6,1,2,1,7,0
1.68E+26,2020,3,1,1,1,7,0
1.68E+26,2020,2,1,1,1,7,0
1.68E+26,2020,4,1,2,1,2,0
1.68E+26,2020,4,2,3,1,2,0
1.68E+26,2020,6,2,3,1,7,0
1.68E+26,2020,5,1,5,1,3,0
1.68E+26,2020,3,2,2,1,8,0
1.68E+26,2020,4,3,2,1,3,0
1.68E+26,2020,2,3,1,1,6,0
1.68E+26,2020,3,1,2,1,7,0
1.68E+26,2020,5,1,5,1,6,0
1.68E+26,2020,2,1,1,1,4,0
1.68E+26,2020,3,2,1,1,3,0
1.68E+26,2020,4,2,1,1,5,0
1.68E+26,2020,6,2,3,1,2,0
1.68E+26,2020,6,1,2,1,5,0
1.68E+26,2020,4,3,4,1,7,0
1.68E+26,2020,2,3,1,1,6,0
1.68E+26,2020,4,2,1,1,7,0
1.68E+26,2020,6,3,5,1,5,0
1.68E+26,2020,6,2,3,1,5,0
1.68E+26,2020,4,2,2,1,7,0
1.68E+26,2020,1,2,1,1,3,0
1.68E+26,2020,2,5,1,1,5,0
1.68E+26,2020,3,5,1,1,5,0
1.68E+26,2020,5,3,1,1,4,0
1.68E+26,2020,4,4,2,1,6,0
1.68E+26,2020,3,3,1,1,8,0
1.68E+26,2020,3,3,1,1,7,0
1.68E+26,2020,6,2,4,1,7,0
1.68E+26,2020,3,2,2,1,7,0
1.68E+26,2020,5,2,1,1,6,0
1.68E+26,2020,6,2,2,1,5,0
1.68E+26,2020,5,2,2,1,7,0
1.68E+26,2020,3,2,1,1,6,0
1.68E+26,2020,3,4,1,1,8,0
1.68E+26,2020,3,4,1,1,8,0
1.68E+26,2020,3,4,1,1,8,0
1.68E+26,2020,3,3,1,1,6,0
1.68E+26,2020,5,3,88,1,7,0
1.68E+26,2020,4,3,2,1,5,0
1.68E+26,2020,5,3,1,1,6,0
1.68E+26,2020,3,3,1,1,8,0
1.68E+26,2020,5,1,2,1,5,0
1.68E+26,2020,6,2,3,1,7,0
1.68E+26,2020,4,2,2,1,4,0
1.68E+26,2020,6,2,3,2,5,0
1.68E+26,2020,6,2,4,2,5,0
1.68E+26,2020,4,2,1,2,6,0
1.68E+26,2020,4,4,1,1,7,0
1.68E+26,2020,4,4,1,1,7,0
1.68E+26,2020,6,3,4,1,8,0
1.68E+26,2020,3,1,2,2,4,0
1.68E+26,2020,4,1,2,2,6,0
1.68E+26,2020,1,1,1,2,4,0
1.68E+26,2020,5,3,2,1,6,0
1.68E+26,2020,3,3,2,1,6,0
1.68E+26,2020,4,1,2,1,7,0
1.68E+26,2020,1,1,1,1,2,0
1.68E+26,2020,4,1,88,1,5,0
1.68E+26,2020,3,1,1,1,8,0
1.68E+26,2020,3,4,1,1,7,0
1.68E+26,2020,3,4,1,1,7,0
1.68E+26,2020,2,4,1,1,7,0
1.68E+26,2020,2,4,1,1,7,0
1.68E+26,2020,3,4,1,1,7,0
1.68E+26,2020,4,3,2,1,7,0
1.68E+26,2020,4,5,2,1,8,0
1.68E+26,2020,4,4,1,1,7,0
1.68E+26,2020,3,4,88,1,98,0
1.68E+26,2020,3,4,2,1,98,0
1.68E+26,2020,1,4,88,1,98,0
1.68E+26,2020,5,4,2,1,6,0
1.68E+26,2020,3,2,2,1,6,0
1.68E+26,2020,4,3,4,1,6,0
1.68E+26,2020,5,3,2,1,5,0
1.68E+26,2020,3,2,1,1,5,0
1.68E+26,2020,4,4,1,2,7,0
1.68E+26,2020,6,3,2,2,6,0
1.68E+26,2020,5,5,2,1,5,0
1.68E+26,2020,6,3,3,1,6,0
1.68E+26,2020,5,5,2,1,7,0
1.68E+26,2020,5,4,2,1,6,0
1.68E+26,2020,3,3,1,1,6,0
1.68E+26,2020,6,4,2,1,7,0
1.68E+26,2020,5,3,1,1,7,0
1.68E+26,2020,5,3,4,1,6,0
1.68E+26,2020,5,5,2,1,8,0
1.68E+26,2020,6,5,1,1,8,0
1.68E+26,2020,4,5,2,1,8,0
1.68E+26,2020,5,4,2,1,8,0
1.68E+26,2020,6,1,2,1,5,0
1.68E+26,2020,6,3,2,1,7,0
1.68E+26,2020,5,3,2,1,7,0
1.68E+26,2020,3,3,1,1,7,0
1.68E+26,2020,6,3,2,1,8,0
1.68E+26,2020,6,3,3,1,7,0
1.68E+26,2020,4,4,1,1,7,0
1.68E+26,2020,6,3,2,1,7,0
1.68E+26,2020,1,3,1,1,4,0
1.68E+26,2020,1,3,1,1,3,0
1.68E+26,2020,5,3,4,1,7,0
1.68E+26,2020,6,2,2,1,6,0
1.68E+26,2020,4,2,1,1,8,0
1.68E+26,2020,6,4,3,1,8,0
1.68E+26,2020,6,5,2,1,8,0
1.68E+26,2020,3,5,1,1,8,0
1.68E+26,2020,6,5,2,1,8,0
1.68E+26,2020,6,5,3,1,5,0
1.68E+26,2020,6,3,2,2,7,0
1.68E+26,2020,4,4,2,2,8,0
1.68E+26,2020,1,4,1,2,4,0
1.68E+26,2020,4,3,2,2,7,0
1.68E+26,2020,5,3,2,2,7,0
1.68E+26,2020,2,3,1,2,6,0
1.68E+26,2020,6,4,2,1,7,0
1.68E+26,2020,5,4,1,1,8,0
1.68E+26,2020,6,3,2,1,6,0
1.68E+26,2020,6,3,4,1,4,0
1.68E+26,2020,6,3,3,1,98,0
1.68E+26,2020,5,3,2,1,6,0
1.68E+26,2020,2,4,1,2,6,0
1.68E+26,2020,5,4,2,2,7,0
1.68E+26,2020,3,4,1,2,7,0
1.68E+26,2020,6,3,3,2,5,0
1.68E+26,2020,5,4,2,2,8,0
1.68E+26,2020,6,3,3,1,7,0
1.68E+26,2020,4,3,2,1,8,0
1.68E+26,2020,5,4,2,1,5,0
1.68E+26,2020,5,3,1,1,5,0
1.68E+26,2020,6,2,1,1,7,0
1.68E+26,2020,3,2,1,1,7,0
1.68E+26,2020,5,4,2,1,7,0
1.68E+26,2020,6,4,2,1,8,0
1.68E+26,2020,6,4,3,1,5,0
1.68E+26,2020,4,4,1,1,7,0
1.68E+26,2020,5,4,3,1,6,0
1.68E+26,2020,6,4,3,1,7,0
1.68E+26,2020,6,4,2,1,3,0
1.68E+26,2020,3,4,2,1,7,0
1.68E+26,2020,5,4,3,1,6,0
1.68E+26,2020,6,3,2,1,7,0
1.68E+26,2020,5,2,2,1,5,0
1.68E+26,2020,3,2,1,1,6,0
1.68E+26,2020,5,4,2,1,8,0
1.68E+26,2020,2,4,1,1,6,0
1.68E+26,2020,3,4,1,1,7,0
1.68E+26,2020,6,3,3,2,6,0
1.68E+26,2020,5,2,4,1,6,0
1.68E+26,2020,5,3,1,1,7,0
1.68E+26,2020,5,3,2,1,6,0
1.68E+26,2020,5,3,2,1,8,0
1.68E+26,2020,6,2,2,1,5,0
1.68E+26,2020,4,4,2,1,6,0
1.68E+26,2020,1,4,1,1,3,0
1.68E+26,2020,3,4,2,1,6,0
1.68E+26,2020,5,3,4,1,6,0
1.68E+26,2020,5,4,2,1,7,0
1.68E+26,2020,6,3,4,1,5,0
1.68E+26,2020,4,3,3,1,5,0
1.68E+26,2020,6,3,2,1,2,0
1.68E+26,2020,4,3,1,1,4,0
1.68E+26,2020,1,3,1,1,4,0
1.68E+26,2020,6,2,1,1,4,0
1.68E+26,2020,5,2,1,1,6,0
1.68E+26,2020,2,2,1,1,6,0
1.68E+26,2020,6,2,2,1,4,0
1.68E+26,2020,3,4,2,1,7,0
1.68E+26,2020,6,2,2,1,3,0
1.68E+26,2020,6,1,2,1,3,0
1.68E+26,2020,6,1,4,2,6,0
1.68E+26,2020,6,1,2,2,5,0
1.68E+26,2020,5,1,2,2,8,0
1.68E+26,2020,6,1,4,2,6,0
1.68E+26,2020,5,2,2,2,6,0
1.68E+26,2020,3,3,2,2,8,0
1.68E+26,2020,3,3,1,2,7,0
1.68E+26,2020,5,2,2,1,3,0
1.68E+26,2020,4,2,1,1,7,0
1.68E+26,2020,5,2,1,1,6,0
1.68E+26,2020,4,2,1,1,6,0
1.68E+26,2020,4,5,2,1,7,0
1.68E+26,2020,6,1,2,1,2,0
1.68E+26,2020,6,1,2,1,2,0
1.68E+26,2020,6,1,4,1,6,0
1.68E+26,2020,5,2,2,1,5,0
1.68E+26,2020,6,1,3,1,2,0
1.68E+26,2020,5,1,2,1,4,0
1.68E+26,2020,3,3,2,1,7,0
1.68E+26,2020,6,3,3,1,6,0
1.68E+26,2020,6,2,3,1,6,0
1.68E+26,2020,4,3,2,1,7,0
1.68E+26,2020,4,2,2,1,6,0
1.68E+26,2020,3,2,88,1,98,0
1.68E+26,2020,4,3,2,1,3,0
1.68E+26,2020,4,3,2,1,6,0
1.68E+26,2020,2,3,1,1,4,0
1.68E+26,2020,1,3,1,1,4,0
1.68E+26,2020,1,3,1,1,3,0
1.68E+26,2020,6,1,2,1,3,0
1.68E+26,2020,6,1,3,1,2,0
1.68E+26,2020,5,2,2,3,5,0
1.68E+26,2020,2,2,2,3,5,0
1.68E+26,2020,3,2,2,3,4,0
1.68E+26,2020,6,2,4,3,4,0
1.68E+26,2020,4,3,2,3,5,0
1.68E+26,2020,1,3,1,3,4,0
1.68E+26,2020,3,3,3,2,7,0
1.68E+26,2020,5,4,2,2,7,0
1.68E+26,2020,2,4,1,2,4,0
1.68E+26,2020,6,4,3,2,5,0
1.68E+26,2020,5,4,2,2,6,0
1.68E+26,2020,1,4,1,2,3,0
1.68E+26,2020,4,5,2,1,8,0
1.68E+26,2020,4,5,2,1,7,0
1.68E+26,2020,4,5,2,1,8,0
1.68E+26,2020,4,3,2,2,7,0
